Year,Victim_Category,Age_Group,Sex,Type_of_Abuse,Community_Incidence_Rate,Reporting_Source,Household_Size,Prior_Social_Service_Contact,Financial_Stress_Index,Is_Physical,Is_Neglect,Severity_Score,High_Risk_Flag,Immediate_Intervention_Needed,Intergenerational_Risk_Flag,Gender_Power_Imbalance_Flag,Recidivism_Risk_Score,Ecological_Risk_Index
2022,Spouse,40-49 years,Female,Physical Abuse,1.65,Police,6,0,1,1,0,4.2,0,0,0,0,0.4,0.728
2023,Spouse,40-49 years,Female,Emotional & Psychological Abuse,1.05,Hotline,2,0,0,0,0,2.4,0,0,0,1,0.0,0.268
2021,Spouse,18-29 years,Male,Physical Abuse,1.95,Social Service,5,0,1,1,0,3.6,0,0,0,0,0.4,0.702
2023,Spouse,18-29 years,Female,Emotional & Psychological Abuse,1.05,Police,6,1,0,0,0,2.9,0,0,0,1,0.6,0.568
2021,Elderly VA,65+ years,Female,Self-Neglect,0.4,Social Service,5,0,0,0,1,3.2,1,0,0,1,0.2,0.392
2023,Spouse,50-64 years,Female,Emotional & Psychological Abuse,1.05,Hospital,4,0,0,0,0,2.9,0,0,0,1,0.0,0.368
2024,Spouse,40-49 years,Female,Emotional & Psychological Abuse,1.35,Police,2,0,0,0,0,2.7,0,0,0,0,0.0,0.292
2021,Spouse,18-29 years,Female,Physical Abuse,1.95,Hospital,6,1,1,1,0,4.2,0,0,0,0,0.8,0.852
2023,Spouse,18-29 years,Female,Physical Abuse,1.05,Social Service,3,0,0,1,0,3.6,0,0,0,1,0.0,0.378
2023,Spouse,40-49 years,Female,Physical Abuse,1.05,Hospital,5,1,0,1,0,4.4,0,0,0,1,0.6,0.578
2024,Spouse,18-29 years,Female,Physical Abuse,1.35,Police,4,1,0,1,0,4.4,0,0,0,1,0.4,0.552
2024,Spouse,18-29 years,Female,Physical Abuse,1.35,Police,2,0,0,1,0,4.4,0,0,0,1,0.0,0.352
2021,Spouse,30-39 years,Female,Emotional & Psychological Abuse,1.95,Hospital,5,0,1,0,0,2.8,0,0,0,1,0.4,0.643
2024,Spouse,40-49 years,Female,Emotional & Psychological Abuse,1.35,Police,3,0,1,0,0,2.6,0,0,0,0,0.2,0.492
2022,Spouse,40-49 years,Female,Physical Abuse,1.65,Police,5,0,1,1,0,4.2,0,0,0,0,0.4,0.678
2023,Spouse,30-39 years,Male,Physical Abuse,1.05,Social Service,6,0,0,1,0,3.4,0,0,0,0,0.2,0.528
2024,Spouse,40-49 years,Female,Physical Abuse,1.35,Social Service,2,1,0,1,0,3.4,0,0,0,0,0.4,0.452
2022,Spouse,30-39 years,Female,Emotional & Psychological Abuse,1.65,Police,4,0,1,0,0,3.0,0,0,0,1,0.2,0.568
2023,Spouse,30-39 years,Female,Physical Abuse,1.05,Hotline,6,0,0,1,0,3.9,0,0,0,0,0.2,0.528
2024,Spouse,40-49 years,Female,Physical Abuse,1.35,Hospital,3,0,0,1,0,4.5,0,0,0,1,0.0,0.402
2022,Spouse,40-49 years,Female,Physical Abuse,1.65,Police,5,0,1,1,0,4.4,0,0,0,1,0.4,0.678
2023,Spouse,50-64 years,Female,Physical Abuse,1.05,Hotline,5,1,0,1,0,4.0,0,0,0,1,0.6,0.578
2024,Spouse,40-49 years,Male,Physical Abuse,1.35,Social Service,4,0,0,1,0,3.5,0,0,0,0,0.0,0.452
2021,Spouse,40-49 years,Female,Physical Abuse,1.95,Police,4,1,1,1,0,4.3,0,0,0,1,0.6,0.752
2023,Spouse,18-29 years,Female,Physical Abuse,1.05,Police,6,1,0,1,0,4.3,0,0,0,0,0.6,0.628
2024,Spouse,30-39 years,Female,Physical Abuse,1.35,Police,3,0,0,1,0,4.2,0,0,0,0,0.0,0.402
2022,Spouse,30-39 years,Female,Emotional & Psychological Abuse,1.65,Hotline,5,0,1,0,0,2.5,0,0,0,1,0.4,0.618
2024,Spouse,30-39 years,Female,Physical Abuse,1.35,Social Service,2,0,1,1,0,3.4,0,0,0,0,0.2,0.502
2023,Spouse,50-64 years,Female,Physical Abuse,1.05,Hospital,2,0,0,1,0,4.1,0,0,0,0,0.0,0.328
2021,Spouse,30-39 years,Female,Physical Abuse,1.95,Police,6,0,1,1,0,4.4,0,0,0,1,0.4,0.753
2023,Spouse,50-64 years,Female,Emotional & Psychological Abuse,1.05,Hotline,4,1,0,0,0,2.3,0,0,0,0,0.4,0.468
2024,Spouse,40-49 years,Female,Emotional & Psychological Abuse,1.35,Police,6,1,0,0,0,3.0,0,0,0,1,0.6,0.592
2021,Spouse,40-49 years,Male,Physical Abuse,1.95,Police,5,1,1,1,0,4.5,1,1,0,0,0.8,0.802
2022,Spouse,30-39 years,Female,Physical Abuse,1.65,Social Service,4,1,1,1,0,3.7,0,0,0,1,0.6,0.727
2022,Spouse,40-49 years,Female,Physical Abuse,1.65,Social Service,4,0,1,1,0,3.4,0,0,0,0,0.2,0.628
2024,Spouse,30-39 years,Female,Emotional & Psychological Abuse,1.35,Hotline,4,1,0,0,0,2.2,0,0,0,0,0.4,0.493
2021,Spouse,18-29 years,Male,Physical Abuse,1.95,Police,6,0,1,1,0,4.5,1,0,0,0,0.4,0.753
2024,Spouse,40-49 years,Male,Emotional & Psychological Abuse,1.35,Police,6,1,0,0,0,2.8,0,0,0,0,0.6,0.592
2023,Non-Elderly VA,30-39 years,Female,Physical Abuse,0.7,Hospital,3,0,0,1,0,4.5,1,1,0,1,0.0,0.348
2022,Spouse,30-39 years,Female,Physical Abuse,1.65,Social Service,6,1,1,1,0,3.7,0,0,0,1,0.8,0.828
2022,Non-Elderly VA,50-64 years,Female,Physical Abuse,1.1,Community,3,0,0,1,0,3.6,1,1,0,1,0.0,0.382
2023,Spouse,18-29 years,Female,Physical Abuse,1.05,Hospital,6,0,0,1,0,4.2,0,0,0,0,0.2,0.528
2022,Spouse,40-49 years,Female,Physical Abuse,1.65,Hospital,4,1,1,1,0,4.3,0,0,0,0,0.6,0.727
2021,Spouse,18-29 years,Male,Physical Abuse,1.95,Hospital,5,0,1,1,0,4.4,0,0,0,0,0.4,0.702
2023,Spouse,50-64 years,Female,Emotional & Psychological Abuse,1.05,Hospital,2,0,0,0,0,2.7,0,0,0,0,0.0,0.268
2024,Spouse,50-64 years,Female,Emotional & Psychological Abuse,1.35,Hospital,6,0,0,0,0,2.7,0,0,0,0,0.2,0.492
2023,Spouse,50-64 years,Male,Physical Abuse,1.05,Police,6,0,0,1,0,4.3,0,0,0,0,0.2,0.528
2023,Spouse,30-39 years,Female,Emotional & Psychological Abuse,1.05,Hospital,3,1,0,0,0,3.0,0,0,0,1,0.4,0.418
2024,Spouse,18-29 years,Female,Physical Abuse,1.35,Police,6,1,0,1,0,4.4,0,0,0,1,0.6,0.652
2021,Spouse,50-64 years,Female,Emotional & Psychological Abuse,1.95,Police,6,1,1,0,0,2.8,0,0,0,1,0.8,0.792
2023,Spouse,30-39 years,Female,Physical Abuse,1.05,Social Service,4,1,0,1,0,3.3,0,0,0,0,0.4,0.528
2023,Spouse,50-64 years,Female,Emotional & Psychological Abuse,1.05,Police,4,0,0,0,0,2.8,0,0,0,1,0.0,0.368
2022,Spouse,50-64 years,Female,Physical Abuse,1.65,Police,3,0,1,1,0,4.5,0,1,0,1,0.2,0.578
2024,Spouse,50-64 years,Female,Physical Abuse,1.35,Hotline,4,0,0,1,0,3.8,0,0,0,0,0.0,0.452
2023,Spouse,30-39 years,Female,Physical Abuse,1.05,Social Service,3,0,0,1,0,3.5,0,0,0,1,0.0,0.378
2023,Spouse,30-39 years,Male,Physical Abuse,1.05,Police,2,0,0,1,0,4.5,0,0,0,0,0.0,0.328
2024,Spouse,50-64 years,Male,Physical Abuse,1.35,Police,5,0,0,1,0,4.4,0,0,0,0,0.2,0.503
2024,Spouse,30-39 years,Female,Physical Abuse,1.35,Police,4,0,0,1,0,4.4,0,0,0,1,0.0,0.452
2021,Spouse,18-29 years,Female,Physical Abuse,1.95,Hospital,2,1,1,1,0,4.4,0,0,0,1,0.6,0.652
2022,Spouse,40-49 years,Female,Physical Abuse,1.65,Police,5,0,1,1,0,4.2,0,0,0,0,0.4,0.678
2024,Spouse,50-64 years,Female,Physical Abuse,1.35,Police,6,0,0,1,0,4.2,0,0,0,0,0.2,0.552
2021,Spouse,40-49 years,Male,Physical Abuse,1.95,Police,4,1,1,1,0,4.4,0,0,0,0,0.6,0.752
2022,Spouse,40-49 years,Female,Emotional & Psychological Abuse,1.65,Police,4,0,1,0,0,2.9,0,0,0,1,0.2,0.568
2022,Spouse,18-29 years,Male,Physical Abuse,1.65,Police,6,0,1,1,0,4.4,0,0,0,0,0.4,0.728
2023,Spouse,40-49 years,Female,Physical Abuse,1.05,Police,2,1,0,1,0,4.5,1,1,0,1,0.4,0.428
2021,Spouse,50-64 years,Female,Emotional & Psychological Abuse,1.95,Hospital,4,1,1,0,0,2.8,0,0,0,1,0.6,0.692
2024,Spouse,18-29 years,Male,Physical Abuse,1.35,Police,6,0,0,1,0,4.3,0,0,0,0,0.2,0.552
2024,Spouse,30-39 years,Female,Physical Abuse,1.35,Hotline,3,0,1,1,0,4.0,0,0,0,1,0.2,0.552
2021,Spouse,50-64 years,Female,Physical Abuse,1.95,Police,6,0,1,1,0,4.4,0,0,0,1,0.4,0.753
2022,Spouse,40-49 years,Female,Emotional & Psychological Abuse,1.65,Social Service,6,0,1,0,0,2.1,0,0,0,1,0.4,0.668
2021,Spouse,40-49 years,Female,Physical Abuse,1.95,Police,4,1,1,1,0,4.4,0,0,0,1,0.6,0.752
2023,Spouse,40-49 years,Male,Physical Abuse,1.05,Police,3,0,0,1,0,4.5,0,0,0,0,0.0,0.378
2021,Spouse,30-39 years,Male,Physical Abuse,1.95,Police,5,0,1,1,0,4.2,0,0,0,0,0.4,0.702
2021,Spouse,30-39 years,Female,Physical Abuse,1.95,Police,4,0,1,1,0,4.3,0,0,0,0,0.2,0.652
2021,Spouse,50-64 years,Female,Physical Abuse,1.95,Hotline,3,0,1,1,0,3.7,0,0,0,0,0.2,0.602
2024,Spouse,50-64 years,Male,Physical Abuse,1.35,Police,5,0,0,1,0,4.3,0,0,0,0,0.2,0.503
2023,Spouse,50-64 years,Female,Emotional & Psychological Abuse,1.05,Hotline,3,1,1,0,0,2.2,0,0,0,0,0.6,0.568
2023,Spouse,50-64 years,Female,Emotional & Psychological Abuse,1.05,Hospital,5,0,1,0,0,2.8,0,0,0,0,0.4,0.568
2021,Spouse,30-39 years,Female,Physical Abuse,1.95,Police,2,1,1,1,0,4.3,0,0,0,1,0.6,0.652
2022,Spouse,30-39 years,Female,Emotional & Psychological Abuse,1.65,Police,4,0,1,0,0,2.7,0,0,0,0,0.2,0.568
2024,Spouse,40-49 years,Male,Physical Abuse,1.35,Police,2,1,0,1,0,4.3,0,0,0,0,0.4,0.452
2023,Spouse,40-49 years,Female,Physical Abuse,1.05,Police,4,1,0,1,0,4.1,0,0,0,0,0.4,0.528
2022,Spouse,40-49 years,Female,Physical Abuse,1.65,Police,3,1,1,1,0,4.1,0,0,0,0,0.6,0.678
2024,Spouse,40-49 years,Female,Physical Abuse,1.35,Police,6,0,0,1,0,4.4,0,0,0,1,0.2,0.552
2021,Spouse,50-64 years,Female,Emotional & Psychological Abuse,1.95,Police,3,1,1,0,0,2.7,0,0,0,0,0.6,0.642
2024,Spouse,30-39 years,Female,Physical Abuse,1.35,Hotline,5,1,0,1,0,3.8,0,0,0,0,0.6,0.602
2021,Spouse,30-39 years,Female,Physical Abuse,1.95,Hospital,4,1,1,1,0,4.3,0,0,0,1,0.6,0.752
2024,Spouse,18-29 years,Female,Physical Abuse,1.35,Hospital,5,0,0,1,0,4.4,0,0,0,1,0.2,0.503
2021,Spouse,40-49 years,Female,Physical Abuse,1.95,Hotline,2,0,1,1,0,3.8,0,0,0,0,0.2,0.552
2022,Spouse,18-29 years,Female,Physical Abuse,1.65,Police,4,0,1,1,0,4.3,0,0,0,1,0.2,0.628
2021,Spouse,30-39 years,Female,Physical Abuse,1.95,Hospital,4,0,1,1,0,4.1,0,0,0,0,0.2,0.652
2024,Spouse,30-39 years,Male,Emotional & Psychological Abuse,1.35,Hospital,4,1,0,0,0,2.6,0,0,0,0,0.4,0.493
2024,Spouse,30-39 years,Female,Physical Abuse,1.35,Social Service,6,0,0,1,0,3.5,0,0,0,1,0.2,0.552
2024,Spouse,40-49 years,Female,Emotional & Psychological Abuse,1.35,Police,4,0,1,0,0,2.8,0,0,0,1,0.2,0.542
2022,Spouse,18-29 years,Female,Physical Abuse,1.65,Police,3,1,1,1,0,4.4,0,0,0,1,0.6,0.678
2024,Spouse,18-29 years,Female,Physical Abuse,1.35,Police,5,1,1,1,0,4.4,0,0,0,1,0.8,0.753
2021,Spouse,50-64 years,Male,Physical Abuse,1.95,Police,2,0,1,1,0,4.5,0,0,0,0,0.2,0.552
2021,Spouse,30-39 years,Female,Physical Abuse,1.95,Hospital,4,0,1,1,0,4.3,0,0,0,1,0.2,0.652
2021,Spouse,18-29 years,Male,Physical Abuse,1.95,Police,2,0,1,1,0,4.2,0,0,0,0,0.2,0.552
2023,Spouse,30-39 years,Female,Physical Abuse,1.05,Police,4,0,0,1,0,4.4,0,0,0,1,0.0,0.428
2022,Spouse,40-49 years,Female,Physical Abuse,1.65,Police,3,0,1,1,0,4.2,0,0,0,0,0.2,0.578
2024,Spouse,30-39 years,Female,Physical Abuse,1.35,Police,2,0,0,1,0,4.3,0,0,0,0,0.0,0.352
2022,Spouse,40-49 years,Male,Physical Abuse,1.65,Police,5,0,1,1,0,4.1,0,0,0,0,0.4,0.678
2021,Spouse,18-29 years,Female,Physical Abuse,1.95,Hospital,2,0,1,1,0,4.1,0,0,0,0,0.2,0.552
2022,Spouse,18-29 years,Female,Emotional & Psychological Abuse,1.65,Social Service,6,0,1,0,0,2.2,0,0,0,1,0.4,0.668
2024,Spouse,30-39 years,Female,Emotional & Psychological Abuse,1.35,Hospital,2,1,0,0,0,2.9,0,0,0,1,0.4,0.392
2022,Spouse,30-39 years,Female,Physical Abuse,1.65,Hospital,6,0,1,1,0,4.4,0,0,0,1,0.4,0.728
2024,Spouse,40-49 years,Female,Physical Abuse,1.35,Police,6,0,1,1,0,4.3,0,0,0,0,0.4,0.702
2022,Spouse,40-49 years,Female,Physical Abuse,1.65,Police,5,0,1,1,0,4.2,0,0,0,0,0.4,0.678
2023,Spouse,50-64 years,Female,Emotional & Psychological Abuse,1.05,Hospital,5,0,0,0,0,2.7,0,0,0,0,0.2,0.418
2024,Spouse,30-39 years,Female,Physical Abuse,1.35,Police,3,0,0,1,0,4.2,0,0,0,0,0.0,0.402
2021,Spouse,30-39 years,Female,Physical Abuse,1.95,Hospital,2,0,1,1,0,4.3,0,0,0,1,0.2,0.552
2023,Spouse,40-49 years,Female,Physical Abuse,1.05,Police,3,0,0,1,0,4.4,0,0,0,1,0.0,0.378
2021,Spouse,30-39 years,Female,Physical Abuse,1.95,Hospital,5,0,1,1,0,4.4,0,0,0,1,0.4,0.702
2024,Spouse,30-39 years,Male,Physical Abuse,1.35,Police,4,0,0,1,0,4.2,0,0,0,0,0.0,0.452
2024,Spouse,18-29 years,Female,Physical Abuse,1.35,Police,5,0,0,1,0,4.5,1,0,0,1,0.2,0.503
2023,Spouse,18-29 years,Female,Emotional & Psychological Abuse,1.05,Police,6,0,0,0,0,2.9,0,0,0,1,0.2,0.468
2021,Spouse,50-64 years,Female,Physical Abuse,1.95,Police,6,1,1,1,0,4.3,0,0,0,1,0.8,0.852
2021,Spouse,50-64 years,Male,Physical Abuse,1.95,Hotline,4,0,1,1,0,3.9,0,0,0,0,0.2,0.652
2021,Spouse,40-49 years,Male,Physical Abuse,1.95,Hospital,3,0,1,1,0,4.3,0,0,0,0,0.2,0.602
2022,Spouse,30-39 years,Male,Physical Abuse,1.65,Police,3,0,1,1,0,4.2,0,0,0,0,0.2,0.578
2022,Spouse,18-29 years,Female,Physical Abuse,1.65,Police,5,0,1,1,0,4.2,0,0,0,0,0.4,0.678
2024,Spouse,18-29 years,Female,Physical Abuse,1.35,Social Service,3,1,0,1,0,3.6,0,0,0,1,0.4,0.502
2022,Spouse,30-39 years,Female,Physical Abuse,1.65,Hotline,3,1,1,1,0,3.7,0,0,0,0,0.6,0.678
2022,Spouse,30-39 years,Male,Physical Abuse,1.65,Social Service,3,0,1,1,0,3.3,0,0,0,0,0.2,0.578
2021,Spouse,40-49 years,Female,Physical Abuse,1.95,Police,6,0,1,1,0,4.1,0,0,0,0,0.4,0.753
2024,Spouse,40-49 years,Female,Emotional & Psychological Abuse,1.35,Police,4,0,0,0,0,2.6,0,0,0,0,0.0,0.392
2023,Spouse,30-39 years,Female,Physical Abuse,1.05,Hotline,2,0,0,1,0,4.0,0,0,0,1,0.0,0.328
2021,Spouse,50-64 years,Female,Physical Abuse,1.95,Police,6,0,1,1,0,4.4,0,0,0,1,0.4,0.753
2022,Spouse,40-49 years,Male,Physical Abuse,1.65,Hospital,6,0,1,1,0,4.3,0,0,0,0,0.4,0.728
2023,Non-Elderly VA,50-64 years,Male,Self-Neglect,0.2,Community,4,1,0,0,1,2.3,1,1,0,0,0.4,0.408
2023,Spouse,40-49 years,Female,Emotional & Psychological Abuse,1.05,Hotline,2,0,1,0,0,2.4,0,0,0,0,0.2,0.418
2024,Spouse,40-49 years,Female,Physical Abuse,1.35,Police,2,1,1,1,0,4.3,0,0,0,1,0.6,0.602
2024,Spouse,30-39 years,Female,Physical Abuse,1.35,Hotline,3,0,1,1,0,3.8,0,0,0,0,0.2,0.552
2022,Spouse,30-39 years,Female,Physical Abuse,1.65,Police,3,0,1,1,0,4.3,0,0,0,0,0.2,0.578
2022,Spouse,30-39 years,Female,Physical Abuse,1.65,Police,5,0,1,1,0,4.3,0,0,0,0,0.4,0.678
2021,Spouse,40-49 years,Female,Physical Abuse,1.95,Police,5,0,1,1,0,4.3,0,0,0,1,0.4,0.702
2023,Spouse,18-29 years,Male,Physical Abuse,1.05,Hotline,5,0,1,1,0,4.0,0,0,0,0,0.4,0.628
2024,Spouse,18-29 years,Female,Physical Abuse,1.35,Social Service,6,1,0,1,0,3.3,0,0,0,0,0.6,0.652
2024,Spouse,18-29 years,Female,Physical Abuse,1.35,Social Service,5,0,0,1,0,3.4,0,0,0,0,0.2,0.503
2021,Spouse,18-29 years,Male,Physical Abuse,1.95,Hospital,3,0,1,1,0,4.4,0,0,0,0,0.2,0.602
2022,Spouse,50-64 years,Female,Emotional & Psychological Abuse,1.65,Hospital,2,0,1,0,0,2.8,0,0,0,1,0.2,0.468
2024,Spouse,40-49 years,Male,Physical Abuse,1.35,Hospital,5,1,0,1,0,4.4,0,0,0,0,0.6,0.602
2023,Spouse,30-39 years,Female,Emotional & Psychological Abuse,1.05,Hotline,2,0,1,0,0,2.5,0,0,0,1,0.2,0.418
2023,Spouse,18-29 years,Female,Physical Abuse,1.05,Police,3,0,0,1,0,4.2,0,0,0,0,0.0,0.378
2022,Spouse,30-39 years,Female,Emotional & Psychological Abuse,1.65,Police,6,1,1,0,0,2.6,0,0,0,0,0.8,0.768
2022,Elderly VA,65+ years,Male,Self-Neglect,0.4,Hospital,3,0,0,0,1,4.2,1,1,0,0,0.0,0.25
2021,Spouse,30-39 years,Female,Emotional & Psychological Abuse,1.95,Hospital,2,0,1,0,0,2.6,0,0,0,0,0.2,0.493
2023,Spouse,18-29 years,Male,Physical Abuse,1.05,Hotline,5,1,1,1,0,3.9,0,0,0,0,0.8,0.728
2024,Spouse,30-39 years,Female,Physical Abuse,1.35,Police,2,1,0,1,0,4.5,0,0,0,1,0.4,0.452
2023,Spouse,30-39 years,Female,Physical Abuse,1.05,Police,5,1,0,1,0,4.3,0,0,0,1,0.6,0.578
2023,Spouse,40-49 years,Male,Physical Abuse,1.05,Police,2,0,0,1,0,4.3,0,0,0,0,0.0,0.328
2023,Spouse,40-49 years,Female,Physical Abuse,1.05,Hotline,4,0,0,1,0,4.0,0,0,0,1,0.0,0.428
2024,Spouse,18-29 years,Female,Physical Abuse,1.35,Hotline,2,1,0,1,0,3.9,0,0,0,0,0.4,0.452
2021,Spouse,30-39 years,Female,Emotional & Psychological Abuse,1.95,Hospital,4,0,1,0,0,2.8,0,0,0,1,0.2,0.592
2024,Spouse,40-49 years,Male,Physical Abuse,1.35,Hospital,3,0,0,1,0,4.5,0,1,0,0,0.0,0.402
2023,Spouse,30-39 years,Female,Physical Abuse,1.05,Police,5,1,0,1,0,4.3,0,0,0,0,0.6,0.578
2024,Spouse,50-64 years,Female,Emotional & Psychological Abuse,1.35,Police,3,1,1,0,0,3.0,0,0,0,1,0.6,0.592
2024,Spouse,40-49 years,Female,Emotional & Psychological Abuse,1.35,Hospital,6,0,0,0,0,3.0,0,0,0,1,0.2,0.492
2024,Spouse,18-29 years,Female,Physical Abuse,1.35,Police,4,0,0,1,0,4.2,0,0,0,0,0.0,0.452
2023,Spouse,18-29 years,Female,Physical Abuse,1.05,Police,2,0,0,1,0,4.1,0,0,0,0,0.0,0.328
2021,Spouse,40-49 years,Female,Physical Abuse,1.95,Social Service,5,0,1,1,0,3.3,0,0,0,0,0.4,0.702
2021,Spouse,18-29 years,Male,Emotional & Psychological Abuse,1.95,Hospital,2,1,1,0,0,2.6,0,0,0,0,0.6,0.592
2021,Spouse,40-49 years,Female,Physical Abuse,1.95,Hospital,3,0,1,1,0,4.1,0,0,0,0,0.2,0.602
2021,Spouse,50-64 years,Female,Physical Abuse,1.95,Hotline,6,0,1,1,0,4.0,0,0,0,1,0.4,0.753
2022,Spouse,40-49 years,Female,Physical Abuse,1.65,Hospital,4,1,1,1,0,4.1,0,0,0,0,0.6,0.727
2021,Spouse,30-39 years,Female,Emotional & Psychological Abuse,1.95,Hotline,3,0,1,0,0,2.3,0,0,0,0,0.2,0.542
2023,Spouse,40-49 years,Female,Emotional & Psychological Abuse,1.05,Police,6,0,0,0,0,2.9,0,0,0,1,0.2,0.468
2022,Spouse,30-39 years,Male,Physical Abuse,1.65,Hospital,6,0,1,1,0,4.1,0,0,0,0,0.4,0.728
2021,Non-Elderly VA,50-64 years,Female,Physical Abuse,1.3,Community,4,0,0,1,0,3.6,1,0,0,1,0.0,0.448
2024,Spouse,30-39 years,Female,Physical Abuse,1.35,Police,6,0,0,1,0,4.2,0,0,0,0,0.2,0.552
2024,Spouse,50-64 years,Female,Physical Abuse,1.35,Social Service,2,1,0,1,0,3.3,0,0,0,0,0.4,0.452
2021,Elderly VA,65+ years,Female,Self-Neglect,0.4,Community,4,1,0,0,1,3.4,1,0,0,1,0.4,0.442
2022,Spouse,30-39 years,Female,Emotional & Psychological Abuse,1.65,Hotline,2,0,1,0,0,2.5,0,0,0,1,0.2,0.468
2023,Spouse,50-64 years,Male,Emotional & Psychological Abuse,1.05,Police,6,0,0,0,0,3.0,0,0,0,0,0.2,0.468
2023,Non-Elderly VA,30-39 years,Female,Physical Abuse,0.7,Social Service,3,0,0,1,0,3.6,1,1,0,1,0.0,0.348
2021,Elderly VA,65+ years,Female,Physical Abuse,1.1,Hospital,5,0,0,1,0,5.0,1,0,0,1,0.2,0.482
2024,Spouse,50-64 years,Female,Physical Abuse,1.35,Police,5,0,0,1,0,4.2,0,0,0,0,0.2,0.503
2023,Spouse,18-29 years,Female,Emotional & Psychological Abuse,1.05,Police,3,1,0,0,0,2.7,0,0,0,0,0.4,0.418
2021,Spouse,18-29 years,Male,Physical Abuse,1.95,Police,6,0,1,1,0,4.4,0,0,0,0,0.4,0.753
2021,Spouse,18-29 years,Female,Physical Abuse,1.95,Hospital,4,0,1,1,0,4.4,0,0,0,1,0.2,0.652
2021,Spouse,18-29 years,Male,Emotional & Psychological Abuse,1.95,Police,2,0,1,0,0,3.0,0,0,0,0,0.2,0.493
2023,Spouse,18-29 years,Male,Emotional & Psychological Abuse,1.05,Police,3,0,1,0,0,2.8,0,0,0,0,0.2,0.468
2021,Spouse,40-49 years,Female,Emotional & Psychological Abuse,1.95,Social Service,5,0,1,0,0,1.9,0,0,0,0,0.4,0.643
2024,Spouse,18-29 years,Female,Physical Abuse,1.35,Hospital,3,0,0,1,0,4.4,0,0,0,1,0.0,0.402
2021,Elderly VA,65+ years,Male,Physical Abuse,1.1,Hospital,5,1,0,1,0,5.0,1,0,0,0,0.6,0.582
2024,Spouse,30-39 years,Female,Physical Abuse,1.35,Hotline,5,0,0,1,0,4.1,0,1,0,1,0.2,0.503
2023,Spouse,50-64 years,Female,Emotional & Psychological Abuse,1.05,Police,5,0,0,0,0,2.9,0,0,0,1,0.2,0.418
2021,Spouse,18-29 years,Female,Emotional & Psychological Abuse,1.95,Hotline,6,1,1,0,0,2.4,0,0,0,0,0.8,0.792
2023,Spouse,50-64 years,Female,Emotional & Psychological Abuse,1.05,Police,5,0,0,0,0,2.9,0,0,0,1,0.2,0.418
2022,Spouse,30-39 years,Female,Physical Abuse,1.65,Police,5,0,1,1,0,4.4,0,0,0,1,0.4,0.678
2021,Spouse,18-29 years,Female,Physical Abuse,1.95,Police,4,1,1,1,0,4.1,0,0,0,0,0.6,0.752
2021,Spouse,40-49 years,Female,Physical Abuse,1.95,Hotline,4,0,1,1,0,4.1,0,1,0,1,0.2,0.652
2022,Spouse,40-49 years,Female,Physical Abuse,1.65,Police,6,0,1,1,0,4.3,0,0,0,1,0.4,0.728
2023,Spouse,50-64 years,Female,Physical Abuse,1.05,Hospital,2,0,0,1,0,4.4,0,0,0,1,0.0,0.328
2021,Spouse,40-49 years,Female,Emotional & Psychological Abuse,1.95,Police,3,1,1,0,0,2.7,0,0,0,0,0.6,0.642
2023,Spouse,50-64 years,Male,Emotional & Psychological Abuse,1.05,Hospital,6,1,0,0,0,3.0,0,0,0,0,0.6,0.568
2022,Spouse,30-39 years,Female,Physical Abuse,1.65,Hotline,3,0,1,1,0,3.9,0,0,0,0,0.2,0.578
2024,Spouse,18-29 years,Female,Physical Abuse,1.35,Police,3,0,0,1,0,4.1,0,0,0,0,0.0,0.402
2021,Spouse,40-49 years,Female,Physical Abuse,1.95,Police,4,0,1,1,0,4.5,1,0,0,1,0.2,0.652
2021,Spouse,50-64 years,Female,Physical Abuse,1.95,Police,5,0,1,1,0,4.1,0,0,0,0,0.4,0.702
2023,Spouse,50-64 years,Female,Emotional & Psychological Abuse,1.05,Hotline,5,1,0,0,0,2.3,0,0,0,0,0.6,0.518
2022,Spouse,30-39 years,Female,Physical Abuse,1.65,Police,3,0,1,1,0,4.5,0,0,0,1,0.2,0.578
2021,Spouse,30-39 years,Male,Emotional & Psychological Abuse,1.95,Police,3,0,1,0,0,3.0,0,0,0,0,0.2,0.542
2022,Spouse,40-49 years,Female,Physical Abuse,1.65,Hotline,5,0,1,1,0,3.9,0,0,0,1,0.4,0.678
2022,Spouse,30-39 years,Female,Physical Abuse,1.65,Hotline,5,0,1,1,0,4.0,0,0,0,1,0.4,0.678
2021,Spouse,50-64 years,Female,Physical Abuse,1.95,Hotline,3,0,1,1,0,3.9,0,0,0,0,0.2,0.602
2022,Spouse,50-64 years,Female,Emotional & Psychological Abuse,1.65,Police,6,0,1,0,0,2.7,0,0,0,0,0.4,0.668
2021,Spouse,30-39 years,Female,Physical Abuse,1.95,Hotline,3,0,1,1,0,3.8,0,0,0,0,0.2,0.602
2023,Spouse,40-49 years,Female,Physical Abuse,1.05,Hotline,5,0,0,1,0,4.0,0,0,0,1,0.2,0.478
2022,Spouse,40-49 years,Female,Physical Abuse,1.65,Police,5,1,1,1,0,4.4,0,0,0,1,0.8,0.778
2024,Spouse,18-29 years,Male,Emotional & Psychological Abuse,1.35,Hospital,4,0,0,0,0,2.9,0,0,0,0,0.0,0.392
2024,Spouse,50-64 years,Female,Emotional & Psychological Abuse,1.35,Social Service,2,0,0,0,0,2.1,0,0,0,1,0.0,0.292
